smiles,reorg
c1cc2c3c(c1)Nc1c(c4ccoc4c4ncc5ccccc5c14)B3c1c(c3c4ccccc4cnc3c3occc13)N2,0.46391818358732156
c1cc2c3c(c1)-n1c4cc5oc6ccccc6c5cc4c4ccc5c(c41)B3c1c(ccc3c4cc6c(cc4n-2c13)oc1ccccc16)S5,0.2843611270179152
c1cc2c3c(c1)Nc1c4c(c5[nH]c6[nH]cc7ccc1c5c76)Sc1c(c(c5ccc6c[nH]c7[nH]c1c5c67)N2)B34,0.6026265987919868
c1cc2c([nH]1)B1c3[nH]ccc3Oc3c1c(c1c4occc4n4c5ccoc5c3c14)O2,0.5926352708015513
c1cc2c3c(c1)Nc1c(ccc4c1[nH]c1c5ccccc5oc41)B3c1ccc3c([nH]c4c5ccccc5oc34)c1N2,0.3083754114979822
c1cc2c(ccc3c4cc5c(cc4ccc23)B2c3cc4ccc6c7cc[nH]c7ccc6c4cc3-n3ccc4cc6ccn-5c6c2c43)[nH]1,0.27883088943360274
B1c2cc3c([nH]c4c5cc[nH]c5c5occc5c34)c3c2B2c4c(cccc4Nc4c2c1cc1c4[nH]c2c4cc[nH]c4c4occc4c12)N3,0.2978916470253216
c1ccc2c(c1)sc1c3c4c(nc12)Sc1cncc2c1B4c1c(nc4c(sc5ccccc54)c1N3)S2,0.23799582049516732
B1C=c2c3n(c4c2ccc2ccsc24)-c2cccc4c2B(C=31)C1=c2c(c3ccc5ccsc5c3n2-4)=CB1,0.7582774845131774
c1cc2c3c(c1)Nc1c(cc4ccn5c6cc7sccc7c7cccc(c1c45)c76)B3c1cc3ccn4c5cc6sccc6c6cccc(c(c1N2)c34)c65,0.36650240234347903
c1ccc2c(c1)B1c3ccccc3-n3c4c[nH]c5cncc(c6cc7c8cncc9[nH]cc(c98)n-2c7c1c63)c54,0.48907387644115463
c1cc2c3csc4c3n(c2s1)-c1cncc2c1B4c1scc3c4ccsc4n-2c13,0.2640231380253259
c1cc2c3c(c1)Oc1c4c(c5c6c7ccoc7ccc6n6c7ccc8occc8c7c1c56)Oc1cccc(c1B34)O2,0.24555458389867227
c1cc2c3c4c5c(c6c7ccncc7n(c2cn1)c36)Nc1coc2c1B5c1c(coc1S2)N4,0.3044359450749209
B1c2cccc3c2B(c2sc4ncccc4c21)c1sc2ncccc2c1B3,0.4406137546550161
c1cc2c3c(c1)Oc1c(ccc4c1sc1c5[nH]ccc5c5ccoc5c41)B3c1ccc3c(sc4c5[nH]ccc5c5ccoc5c34)c1O2,0.22831223388660898
c1cc2c3c([nH]c2[nH]1)-n1c2c4c5c(cc2c2ccc6occc6c21)c1ccc2occc2c1n5-c1[nH]c2[nH]ccc2c1B34,0.5084512148834421
B1c2cccc3c2B2c4c1cc1c(sc5cc6[nH]ccc6cc51)c4Bc1c2c(cc2c1sc1cc4[nH]ccc4cc12)B3,0.35411005827986813
c1cc2c3c(c1)Nc1c(ccc4c1sc1nc5[nH]c6ccccc6c5cc14)B3c1ccc3c(sc4nc5[nH]c6ccccc6c5cc43)c1N2,0.3181764959480959
c1cc2cc3c(cc2s1)sc1c2c(oc13)B1c3oc4c(sc5cc6sccc6cc54)c3Nc3cncc(c31)N2,0.44417777171522427
c1cc2sc3c(ccc4sc5c6c7c(cc5c43)Nc3cncc4c3B7c3c(cc5c(sc7ccc8c9sccc9sc8c75)c3N6)N4)c2s1,0.22857011450317177
c1cc2c3c(c1)Nc1c(ccc4c1sc1c5[nH]c6ccccc6c5oc41)B3c1ccc3c(sc4c5[nH]c6ccccc6c5oc34)c1N2,0.279031309421125
c1cc2c(s1)sc1c2c2ccc3c4c2n1-c1cncc2c1B4c1c(ccc4c5c6ccsc6sc5n-2c14)N3,0.664530077737383
c1cc2c3c(c1)Oc1c(oc4ccc5cc[nH]c5c14)B3c1oc3ccc4cc[nH]c4c3c1O2,0.3693603185942921
c1cc2c3c(c1)Nc1c(cnc4c1oc1cc5c(cc14)sc1ccccc15)B3c1cnc3c(oc4cc5c(cc43)sc3ccccc35)c1N2,0.4346056260015303
c1ccc2c(c1)[nH]c1c3c(ccc12)-n1c2ncccc2c2cc4c5cccnc5n5c4c(c21)B3c1c-5ccc2c1[nH]c1ccccc12,0.29378202584586927
c1cc2ccc3ccc4c(c3c2o1)B1c2c(ccc3ccc5ccoc5c23)-n2ccc3cc5ccn-4c5c1c32,0.42473757523296385
c1cc2c(ccc3c4c5c6c(c7c8ccc9occc9c8n(c23)c47)Oc2ccc3ccoc3c2B6c2c(ccc3ccoc23)O5)o1,0.5500266932831472
c1cc2[nH]c3sc4cc5c6c(c4c3c2o1)Nc1cncc2c1B6c1c(cc3sc4[nH]c6ccoc6c4c3c1N2)O5,0.4420054389841804
c1cc2c3c(c4occc4c2[nH]1)Oc1cncc2c1B3c1c(c3occc3c3[nH]ccc13)O2,0.30164826859316
c1occ2c1sc1c3c(sc12)Nc1c2c(c4ccn5ccc1c45)Nc1sc4c(sc5cocc54)c1B23,0.5248542701672306
c1cc2c3c(c1)Nc1c(c4occc4c4[nH]c5ccc6c7ccccc7[nH]c6c5c14)B3c1c(c3c([nH]c4ccc5c6ccccc6[nH]c5c43)c3ccoc13)N2,0.2566747575169498
c1cc2c3c(c4cc[nH]c4c2[nH]1)-n1ccc2nc4ccn5c4c(c21)B3c1c-5c2cc[nH]c2c2[nH]ccc12,0.5723341294853191
